,season,episode,title,name,quote
1548,1,5,Jack-Tor-Full,Jack,"Lemon, these pages are blank."
1549,1,5,Jack-Tor-Full,Jack,"Oh, never mind. Withdrawn."
1550,1,5,Jack-Tor-Full,Liz,"And, remember, don't look into the camera."
1551,1,5,Jack-Tor-Full,PA,"Cast should be setting themselves for the cold open. Cold open, everyone."
1552,1,5,Jack-Tor-Full,Jenna,Toofer.
1553,1,5,Jack-Tor-Full,Toofer,Yeah?
1554,1,5,Jack-Tor-Full,Jenna,Can I tell you a secret?
1555,1,5,Jack-Tor-Full,Toofer,Sure.
1556,1,5,Jack-Tor-Full,Jenna,"We've been working together a while, and I know this may sound crazy, but I've been watching you. I have this fantasy of sneaking up to the roof of 30 Rock, and we make love while looking out at the city."
1557,1,5,Jack-Tor-Full,Toofer,"Okay, let me guess. You figured out Frank and I lied to you, so to get even, you're trying to get me naked on the roof and leave me there. Nice try."
1558,1,5,Jack-Tor-Full,Jenna,Where's Frank?
1559,1,5,Jack-Tor-Full,Tracy,"Well, we're cool, right, Mr. Donaghy?"
1560,1,5,Jack-Tor-Full,Jack,"No, you're all fired."
1561,1,5,Jack-Tor-Full,Jack,"No, you're all fired."
1562,1,5,Jack-Tor-Full,Liz,"Hey, good job the other night."
1563,1,5,Jack-Tor-Full,Jack,"Oh, you mean on the show. Thanks."
1564,1,5,Jack-Tor-Full,Liz,What were you watching?
1565,1,5,Jack-Tor-Full,Jack,Nothing. Uh... Bloomberg.
1566,1,5,Jack-Tor-Full,Liz,Aha!
1567,1,5,Jack-Tor-Full,Jack,"Don't be cute, Lemon. You're too old for that."
1568,1,5,Jack-Tor-Full,Jack,Good God!
1569,1,5,Jack-Tor-Full,Jack,Lemon!
1570,1,5,Jack-Tor-Full,Frank,"Mr. Donaghy, open up. Please."
1571,1,5,Jack-Tor-Full,Jack,Lemon!
1572,1,5,Jack-Tor-Full,Jenna,Everyone knows... the most delicious part of the muffin... is the top.
1573,1,5,Jack-Tor-Full,Jenna,"My muffin top is all that  Whole grain, low fat I know you want a piece of that But I just want to dance "
1574,1,5,Jack-Tor-Full,Jenna, You're checking out my sweet hips My sugar-coated berry lips I know you want to get with this But I'm just here to dance 
1575,1,5,Jack-Tor-Full,Jenna,So back up off of me You're weirding me out 
1576,1,5,Jack-Tor-Full,Jenna,I'm an independent lady So do not try to play me I run a tidy baker The boys all want my cake for free 
1577,1,5,Jack-Tor-Full,Pete,Does she know we went off the air two minutes ago?
1578,1,5,Jack-Tor-Full,Liz,"No, she does not."
1579,1,5,Jack-Tor-Full,Pete,Smart move.
1580,1,5,Jack-Tor-Full,Ghostface Killa,You served up drama when I ordered your love. But I don't need this.
1581,1,5,Jack-Tor-Full,Ghostface Killa,Where the hell's my limo? Peace in the Middle East! We out!</p>
1582,1,6,Jack Meets Dennis,Liz,It's so sweet of you to walk me to work today.
1583,1,6,Jack Meets Dennis,Dennis,"You're my girl, right? I take care of you, huh?"
1584,1,6,Jack Meets Dennis,Dennis,"Who knows? Maybe we'll see Natalie Morales, you know? That little firecracker. She gets my blood running south of the border."
1585,1,6,Jack Meets Dennis,Liz,That is less sweet.
1586,1,6,Jack Meets Dennis,Dennis,"I'm gonna stop by tonight. Maybe I'll, uh, pick up some Chinese."
1587,1,6,Jack Meets Dennis,Liz,"Aw. You said ""Chinese"" instead of something offensive."
1588,1,6,Jack Meets Dennis,Dennis,"I told you, losing you last year changed me, huh? It made me more, um... more mature. Come here."
1589,1,6,Jack Meets Dennis,Liz,Ow. That really hurts! Dennis!
1590,1,6,Jack Meets Dennis,Jenna,You're back with Dennis?
1591,1,6,Jack Meets Dennis,Liz,Yeah. I'm back with Dennis. Don't look at me with your eyebrows all up. It's so annoying.
1592,1,6,Jack Meets Dennis,Jenna,"Oh, yes. I'm annoying. Not the man who honked your boobs on the jumbo screen."
1593,1,6,Jack Meets Dennis,Liz,"That was before, and it was the playoffs."
1594,1,6,Jack Meets Dennis,Jenna,"Does he still work at that beeper store? What is it, Beeper King?"
1595,1,6,Jack Meets Dennis,Liz,"He is the king now. The old Beeper King retired. Well, technically, he shot himself. But Dennis took over, and now he's the only beeper salesman left in Manhattan, which is cool."
1596,1,6,Jack Meets Dennis,Liz,You're doing the eyebrow thing again.
1597,1,6,Jack Meets Dennis,Jenna,Because it's Dennis. Who are you trying to fool? This is me.
1598,1,6,Jack Meets Dennis,Liz,Exactly. You don't get to give dating advice. You sent a letter to Scott Peterson.
1599,1,6,Jack Meets Dennis,Jenna,After he dyed his hair and got super thin from all the stress. Are you kidding me? He was smokin'.
1600,1,6,Jack Meets Dennis,Liz,"Dennis is a good guy, okay?"
1601,1,6,Jack Meets Dennis,Jenna,"Not really. So, when did this happen?"
1602,1,6,Jack Meets Dennis,Liz,"Well, last week was my birthday. And everyone forgot except Dennis. He called, and we went out, and it wasn't too weird."
1603,1,6,Jack Meets Dennis,Jenna,And how was the sex?
1604,1,6,Jack Meets Dennis,Liz,Fast and only on Saturdays. It's perfect.
1605,1,6,Jack Meets Dennis,Tracy,Did you see this? It's horrible.
1606,1,6,Jack Meets Dennis,Tracy,"They're printing libel about me again. Libel, Liz Lemon!"
1607,1,6,Jack Meets Dennis,Liz,"Ugh! ""Normal."" How dare they?"
1608,1,6,Jack Meets Dennis,Tracy,That's what I'm saying. That's character assassination.
1609,1,6,Jack Meets Dennis,Tracy,"That's not normal. It only looks like I'm walking out of a Starbucks, when actually I'm doing the robot going backwards into a Starbucks. And I don't even know whose dog that is."
1610,1,6,Jack Meets Dennis,Tracy,"Yes, I steal dogs."
1611,1,6,Jack Meets Dennis,Liz,What is the problem?
1612,1,6,Jack Meets Dennis,,"I can't be normal. If I'm normal, I'm boring. If I'm boring, I'm not a movie star. If I'm not a movie star, then I'm poor. And poor people can't afford to pay back the $75,000 in cash they owe Quincy Jones."
1613,1,6,Jack Meets Dennis,Liz,"Wow. Talking to that guy is like looking in a mirror, huh?"
1614,1,6,Jack Meets Dennis,Jenna,"Well, my armpit rash is back. Oh, my God, Jack. What are you doing in wardrobe?"
1615,1,6,Jack Meets Dennis,Jack,The latest research is in. Our audience doesn't like green.
1616,1,6,Jack Meets Dennis,Jenna,"Oh, that's too bad. I like green."
1617,1,6,Jack Meets Dennis,Jack,"Research doesn't lie, Jenna. It lets us know what we're thinking... what's too boring, what's too gay, what's too old."
1618,1,6,Jack Meets Dennis,Jenna,What's too old?
1619,1,6,Jack Meets Dennis,Jack,That's a very good question. How old are you?.
1620,1,6,Jack Meets Dennis,Jenna,I'm 29
1621,1,6,Jack Meets Dennis,Jack,What year were you born?.
1622,1,6,Jack Meets Dennis,Jenna,1977
1623,1,6,Jack Meets Dennis,Jack,When did you graduate high school?.
1624,1,6,Jack Meets Dennis,Jenna,'94
1625,1,6,Jack Meets Dennis,Jack,When do you turn 40?.
1626,1,6,Jack Meets Dennis,Jenna,2017
1627,1,6,Jack Meets Dennis,Jack,Junior high crush?.
1628,1,6,Jack Meets Dennis,Jenna,Kirk Cameron
1629,1,6,Jack Meets Dennis,Jack,Prom theme?.
1630,1,6,Jack Meets Dennis,Jenna,"""Motownphilly,"" Boyz II Men"
1631,1,6,Jack Meets Dennis,Jack,What movie did you lose your virginity at?
1632,1,6,Jack Meets Dennis,Jenna,"""Arachnophobia."""
1633,1,6,Jack Meets Dennis,Jack,Theater or drive-in?
1634,1,6,Jack Meets Dennis,Jenna,What's a drive-in?
1635,1,6,Jack Meets Dennis,Jack,Of course. I don't know why I bothered to ask.
1636,1,6,Jack Meets Dennis,Jack,I can tell just from your physical appearance that you're obviously... 29.
1637,1,6,Jack Meets Dennis,Liz,"So, these page numbers, when done correctly, should be sequential."
1638,1,6,Jack Meets Dennis,Cerie,"Oh. Oh, Josh, Liz Taylor's assistant called. They wanted the address here to send you something."
1639,1,6,Jack Meets Dennis,Josh,That's awesome! She must have seen my impression of her.
1640,1,6,Jack Meets Dennis,Frank,Sounds like someone loves Liz Taylor.
1641,1,6,Jack Meets Dennis,Josh,I do
1642,1,6,Jack Meets Dennis,Toofer,"No, we mean love love."
1643,1,6,Jack Meets Dennis,Frank,"Yeah, like if she walked in right now and said she wanted to do it with you, you would."
1644,1,6,Jack Meets Dennis,Josh,I definitely would.
1645,1,6,Jack Meets Dennis,Frank,What?
1646,1,6,Jack Meets Dennis,Jenna,Liz.
1647,1,6,Jack Meets Dennis,Josh,"I'm totally serious. I mean, wouldn't you guys?"
1648,1,6,Jack Meets Dennis,Jenna,"Uh, Jack asked me how old I am."
1649,1,6,Jack Meets Dennis,Liz,What did you say?
1650,1,6,Jack Meets Dennis,Jenna,29.
1651,1,6,Jack Meets Dennis,Liz,"Jenna, relax."
1652,1,6,Jack Meets Dennis,Jenna,"I cannot and will not relax, Liz."
1653,1,6,Jack Meets Dennis,Jenna,"I am an actress, and when someone asks an actress how old she is, it's more statement than question."
1654,1,6,Jack Meets Dennis,Cerie,"When my mom's feeling old, she goes to this guy on 71 st Street. But she's old. She's like 38."
1655,1,6,Jack Meets Dennis,Jenna,I'm gonna be sick.
1656,1,6,Jack Meets Dennis,Liz,Betcha he reads Betcha she sews Betcha they've made me a closet of clothes
1657,1,6,Jack Meets Dennis,Liz,God.
1658,1,6,Jack Meets Dennis,Jack,"Lemon, what tragedy happened in your life that you insist upon punishing yourself with all this... mediocrity?"
1659,1,6,Jack Meets Dennis,Liz,"What, 'cause I'm eating a turkey sub?"
1660,1,6,Jack Meets Dennis,Jack,"Your turkey sub, your clothes, the fact that a woman of your resources and position lives like some boxcar hobo."
1661,1,6,Jack Meets Dennis,Jack,"Or maybe it's the fact that while I'm saying all this, you have a piece of lettuce stuck in your hair."
1662,1,6,Jack Meets Dennis,Jack,"This is the unlisted number of Stone, the most exclusive restaurant in the city, currently."
1663,1,6,Jack Meets Dennis,Jack,I think it's time that you start enjoying some of the finer things in life.
1664,1,6,Jack Meets Dennis,Liz,Completely unsolicited and inappropriate.
1665,1,6,Jack Meets Dennis,Liz,I will only accept it because I love food.
1666,1,6,Jack Meets Dennis,Jack,Do you know why Jack Welch is the greatest leader since the Pharaohs?
1667,1,6,Jack Meets Dennis,Jack,"Because he didn't only involve himself in our work lives, but our personal lives as well."
1668,1,6,Jack Meets Dennis,Jack,"He introduced us to the finest booze, the most restrictive country clubs. He gave us the names of the most discrete private investigators to spy on our ex-wives. He held our hands during our triumphs and our Senate hearings."
1669,1,6,Jack Meets Dennis,Jack,"I want to hold your hand, Lemon."
1670,1,6,Jack Meets Dennis,Liz,Yikes.
1671,1,6,Jack Meets Dennis,Jack,This is a perfect example. You have a million-dollar view. But you refuse to acknowledge that there's a whole world out there.
1672,1,6,Jack Meets Dennis,Jack,"Oh, my. There appears to be a gentleman making passionate, anguine love to himself."
1673,1,6,Jack Meets Dennis,Liz,"Yeah, I know. That's why I closed the blinds in the first place."
1674,1,6,Jack Meets Dennis,Jack,Right in his office. Huh.
1675,1,6,Jack Meets Dennis,Jack,"Lemon, I like to think of myself as a winner, and I like to surround myself with winners. I see potential in you."
1676,1,6,Jack Meets Dennis,Jack,Let me be your Jack Welch. Let me be your mentor.
1677,1,6,Jack Meets Dennis,Liz,"No, thank you."
1678,1,6,Jack Meets Dennis,Jack,That is unfortunate.
1679,1,6,Jack Meets Dennis,Jack,"You've, uh, got to admire his persistence and stamina, though. Am I wrong, or is he in the middle of a staff meeting?"
1680,1,6,Jack Meets Dennis,Liz,Maybe you should be his mentor.
1681,1,6,Jack Meets Dennis,Jack,"Obviously, he doesn't need one. He's got it all figured out."
1682,1,6,Jack Meets Dennis,Dennis,I got one for you. See the old guy over there with the girl? Mistress or daughter?
1683,1,6,Jack Meets Dennis,Liz,"Oh, my God. I hope it's his daughter."
1684,1,6,Jack Meets Dennis,Dennis,Yeah. Me too.
1685,1,6,Jack Meets Dennis,Liz,"Oh, my God! I hope it's his mistress. Oh, that is just wrong."
1686,1,6,Jack Meets Dennis,Dennis,"Hey, 007, how about some more rolls over here, huh?"
1687,1,6,Jack Meets Dennis,Jack,"Oh, my, my. What a pleasant surprise. Lemon. And you brought a man."
1688,1,6,Jack Meets Dennis,Jack,Jack Donaghy. And this is my friend Anastasia. How are you?
1689,1,6,Jack Meets Dennis,Dennis,"Hi. Dennis Duffy, Beeper King."
1690,1,6,Jack Meets Dennis,Jack,The Beeper King. Really?
1691,1,6,Jack Meets Dennis,Liz,"Uh, Dennis has his own business. Yes, he's an entrepreneur. He's very successful."
1692,1,6,Jack Meets Dennis,Dennis,"You probably see my ads on the 7 train, right?"
1693,1,6,Jack Meets Dennis,Jack,I didn't know they served chicken nuggets at this restaurant.
1694,1,6,Jack Meets Dennis,Liz,"It's cod. It's, uh... They made it special. Dennis has some dietary restrictions."
1695,1,6,Jack Meets Dennis,Dennis,"Actually, I'm allergic to all fish unless it's fried, you know?"
1696,1,6,Jack Meets Dennis,Jack,"That's a sharp tie you've got there, Dennis."
1697,1,6,Jack Meets Dennis,Dennis,That douche bag up front made me wear it.
1698,1,6,Jack Meets Dennis,Jack,Does he know you're the Beeper King?
1699,1,6,Jack Meets Dennis,Dennis,I don't think so.
1700,1,6,Jack Meets Dennis,Liz,"Anyway, thanks for the hookup. This is clearly the nicest restaurant we've ever been to."
1701,1,6,Jack Meets Dennis,Dennis,"Oh, hold on a second. This place ain't that nice, all right? It's got rats and roaches like every other restaurant."
1702,1,6,Jack Meets Dennis,Liz,"No rat talk tonight, okay?"
1703,1,6,Jack Meets Dennis,Dennis,Do you know there are 17 rats per person in Manhattan? You eat a pound of rat crap every year without even knowing it.
1704,1,6,Jack Meets Dennis,Jack,I think I read about that in The New Yorker.
1705,1,6,Jack Meets Dennis,Jack,"Anyway, we'll leave you to your meal. I hope you enjoy the, uh, choices that you've made."
1706,1,6,Jack Meets Dennis,Liz,Stop it.
1707,1,6,Jack Meets Dennis,Kenneth,And that former call girl went on to become one of NBC's biggest news anchors.
1708,1,6,Jack Meets Dennis,Kenneth,"Star coming. Wall hug, everybody."
1709,1,6,Jack Meets Dennis,Lady,"That's Tracy Jordan! He seems like such a nice, normal young man."
1710,1,6,Jack Meets Dennis,Tracy,Aah!
1711,1,6,Jack Meets Dennis,Kenneth,"Let's keep going, you guys. Let's keep going."
1712,1,6,Jack Meets Dennis,Liz,I enjoyed the restaurant. Thank you.
1713,1,6,Jack Meets Dennis,Liz,Just say it. Just say what you're dying to say.
1714,1,6,Jack Meets Dennis,Liz,"Dennis is nice to me, okay? He fixed my toilet. He broke it first, but he fixed it."
1715,1,6,Jack Meets Dennis,Liz,"And he loves hockey, and I'm... figuring it out."
1716,1,6,Jack Meets Dennis,Liz,"And it's easy. I get a lot of work done. I don't have time for a personal life, okay?"
1717,1,6,Jack Meets Dennis,Liz,I can't just go to Central Park and join the singles' touch-football league.
1718,1,6,Jack Meets Dennis,Liz,"Like I'd want to, anyway. People on those posters always laughing in their sweaters. God, who are they fooling?"
1719,1,6,Jack Meets Dennis,Liz,"Oh, okay, you're not gonna say anything to me because I rejected you as a mentor?"
1720,1,6,Jack Meets Dennis,Liz,Who cares? I have a lot of friends I can talk to about my life.
1721,1,6,Jack Meets Dennis,Liz,"The bottom line is, Dennis is my boyfriend because he inquired. He was the only applicant. And I am not... ...doing great."
1722,1,6,Jack Meets Dennis,Jenna,Come in.
1723,1,6,Jack Meets Dennis,Liz,"Hey, do you have a minute? I need to talk to you about... Aah! What did you do to yourself?"
1724,1,6,Jack Meets Dennis,Jenna,"Me? Oh, nothing. Just getting more rest. Drinking more water."
1725,1,6,Jack Meets Dennis,Liz,Really? This water... does someone boil it first and throw it in your face?
1726,1,6,Jack Meets Dennis,Jenna,"Okay, I had a little Botox and some collagen and a chemical peel and something with shark DNA. Admit it. I look 10 years younger."
1727,1,6,Jack Meets Dennis,Liz,"No, younger even. You look like a fetus."
1728,1,6,Jack Meets Dennis,Liz,I came here to talk to you about my problems with Dennis.
1729,1,6,Jack Meets Dennis,Jenna,"Oh, I can't right now, honey. If I don't do my facial exercises, I could wind up looking weird."
1730,1,6,Jack Meets Dennis,Liz,"I just mentioned Dennis, and your eyebrows didn't go up."
1731,1,6,Jack Meets Dennis,Jenna,They didn't?
1732,1,6,Jack Meets Dennis,Liz,No.
1733,1,6,Jack Meets Dennis,Jenna,How about now?
1734,1,6,Jack Meets Dennis,Liz,Unh-unh.
1735,1,6,Jack Meets Dennis,Jenna,Anything?
1736,1,6,Jack Meets Dennis,Dennis,"Hey, what's up, baby? Liz around?"
1737,1,6,Jack Meets Dennis,Cerie,She should be back soon. Is that a present for her?
1738,1,6,Jack Meets Dennis,Dennis,"Yeah. If she doesn't get back soon, I'm poking air holes in it."
1739,1,6,Jack Meets Dennis,Dennis,"Excuse me. I couldn't help but notice that, uh, none of you are wearing beepers."
1740,1,6,Jack Meets Dennis,Frank,You sell beepers?
1741,1,6,Jack Meets Dennis,Dennis,"I sell a way of life, my friend."
1742,1,6,Jack Meets Dennis,Frank,Cool. I could use some ironic accessories.
1743,1,6,Jack Meets Dennis,Liz,What are you doing here?
1744,1,6,Jack Meets Dennis,Dennis,Hey. I brought you a present.
1745,1,6,Jack Meets Dennis,Dennis,"Uh-oh. Oh, no. It got out. If anyone sees a salamander, it's Liz's, okay?"
1746,1,6,Jack Meets Dennis,Liz,No. I don't want a salamander. And I don't want you here selling beepers.
1747,1,6,Jack Meets Dennis,Dennis,"Why not? I mean, you work in a business. Businesspeople need beepers."
1748,1,6,Jack Meets Dennis,Liz,"No, they need cellphones."
1749,1,6,Jack Meets Dennis,Dennis,"Oh, yeah, for now. But the beeper's gonna be making a comeback. Technology's cyclical."
1750,1,6,Jack Meets Dennis,Liz,"No, technology is not cyclical."
1751,1,6,Jack Meets Dennis,Jack,"I thought I recognized that voice. Dennis, how the heck are you? Did you enjoy that restaurant?"
1752,1,6,Jack Meets Dennis,Dennis,No. I think I was right about that place. We saw a whole nest of rats when we were leaving.
1753,1,6,Jack Meets Dennis,Liz,"No, we didn't."
1754,1,6,Jack Meets Dennis,Dennis,"Yeah, I did. I didn't want to tell you 'cause I knew you'd freak out."
1755,1,6,Jack Meets Dennis,Dennis,"Actually, I think I saw a rat king."
1756,1,6,Jack Meets Dennis,Frank,Aren't rat kings a myth?
1757,1,6,Jack Meets Dennis,Cerie,What's a rat king?
1758,1,6,Jack Meets Dennis,Frank,"Oh, it's when a bunch of rats are crammed into a tiny space, and their tails get all tangled up, and they can't even pull apart."
1759,1,6,Jack Meets Dennis,Dennis,"And then it gets awesome. Eventually their bodies fuse together, and they form a multiheaded live rat king, and we saw one."
1760,1,6,Jack Meets Dennis,Jack,I hope you got a picture of that with the camera on your beeper.
1761,1,6,Jack Meets Dennis,Dennis,"Actually, my beeper doesn't have a camera. But it does have a pedometer. Actually, not this one."
1762,1,6,Jack Meets Dennis,Liz,"Listen, I need to talk to you in my office, please."
1763,1,6,Jack Meets Dennis,Dennis,Why? Now.
1764,1,6,Jack Meets Dennis,Liz,Now.
1765,1,6,Jack Meets Dennis,Tracy,What's up?
1766,1,6,Jack Meets Dennis,Liz,Is that a tattoo?
1767,1,6,Jack Meets Dennis,Tracy,"Uh-huh. Who normal now? You hear me, America? Who's normal now?"
1768,1,6,Jack Meets Dennis,Liz,How could you do this to the show?
1769,1,6,Jack Meets Dennis,Tracy,"I got this tattoo for the good of the show. It gives us an edge... the reason why you brought me on. And when you purchase Tracy Jordan, he comes with a tattoo of a biblical dragon from outer space."
1770,1,6,Jack Meets Dennis,Pete,It's gonna take forever to cover this with makeup.
1771,1,6,Jack Meets Dennis,Tracy,"You can't put makeup on my tattoo, Liz Lemon. It's in my contract."
1772,1,6,Jack Meets Dennis,Liz,"No, it's not."
1773,1,6,Jack Meets Dennis,Pete,"Actually, he's got a pretty weird contract."
1774,1,6,Jack Meets Dennis,Liz,"Great... Jenna looks like a porn-star burn victim, and now this idiot. What are we gonna do?"
1775,1,6,Jack Meets Dennis,Pete,It's gonna be Josh's busiest show ever.
1776,1,6,Jack Meets Dennis,Liz Taylor,Josh.
1777,1,6,Jack Meets Dennis,Josh,Ms. Taylor.
1778,1,6,Jack Meets Dennis,Josh,"When your office said you were sending me something, I didn't realize it would be you."
1779,1,6,Jack Meets Dennis,Liz Taylor,"But I had to give you this gift... in person, Josh."
1780,1,6,Jack Meets Dennis,Josh,Oh. I'm just glad you weren't offended by my impression.
1781,1,6,Jack Meets Dennis,Liz Taylor,Oh. But I was. Deeply.
1782,1,6,Jack Meets Dennis,Liz Taylor,I'm here to give you the gift of pain.
1783,1,6,Jack Meets Dennis,Josh,The gift of what?
1784,1,6,Jack Meets Dennis,Liz Taylor,White Diamonds! Aah!
1785,1,6,Jack Meets Dennis,Liz,"Okay. Very funny. You bought a pager from Dennis. Will you take it off now, please?"
1786,1,6,Jack Meets Dennis,Jack,"Oh, I can't. I'm expecting a call from 1983."
1787,1,6,Jack Meets Dennis,Liz,"Look, Dennis takes care of me, okay?"
1788,1,6,Jack Meets Dennis,Jack,"Liz, I'd like you to meet Howard Jorgensen."
1789,1,6,Jack Meets Dennis,Jorgensen,"Liz, how do you do?"
1790,1,6,Jack Meets Dennis,Jack,He's the vice president of locomotives and a rising star at G. E. I thought the two of you had a lot in common.
1791,1,6,Jack Meets Dennis,Liz,You are relentless.
1792,1,6,Jack Meets Dennis,Liz,"Look, Howard, you're obviously an attractive and confident guy. And at a different time in my life, I could definitely see the two of us together."
1793,1,6,Jack Meets Dennis,Jorgensen,I'm married with two beautiful kids and a pool.
1794,1,6,Jack Meets Dennis,Jack,"Liz, I wasn't trying to set you up. I wanted to show you my handiwork. I used to mentor Howard."
1795,1,6,Jack Meets Dennis,Jorgensen,"I was a lot like you. I dressed poorly, had bad posture, walked around with lettuce in my hair."
1796,1,6,Jack Meets Dennis,Liz,"Oh, son of a bitch."
1797,1,6,Jack Meets Dennis,Jorgensen,And I cursed like a sailor. But Jack saw potential in me. He changed my life.
1798,1,6,Jack Meets Dennis,Jack,"Now Howard's earning seven figures, and he's married to a swell Filipino gal."
1799,1,6,Jack Meets Dennis,Jorgensen,"Thanks, Jack."
1800,1,6,Jack Meets Dennis,Liz,"Look, I told you, I don't need a mentor."
1801,1,6,Jack Meets Dennis,Jack,Fine.
1802,1,6,Jack Meets Dennis,Pete,Liz Taylor really messed him up. He might have brain damage.
1803,1,6,Jack Meets Dennis,Liz,"Oh, my God. Maybe the musical guest can do some extra songs this week. Who is it?"
1804,1,6,Jack Meets Dennis,Pete,James Blunt.
1805,1,6,Jack Meets Dennis,Liz,Mm.
1806,1,6,Jack Meets Dennis,Liz,No. I said no lettuce.
1807,1,6,Jack Meets Dennis,Pete,Are you at that crappy sandwich place again?
1808,1,6,Jack Meets Dennis,Liz,"Yeah, why is everybody judging all of my choices lately?"
1809,1,6,Jack Meets Dennis,Liz,This place is fine. It's convenient. It's consistent. I know what I'm getting. It doesn't make me feel bad about my body. Maybe I'm at an age where it's okay for me to settle for this.
1810,1,6,Jack Meets Dennis,Pete,Are we still talking about the sandwich place?
1811,1,6,Jack Meets Dennis,Liz,"No. Sadly, I don't think we are."
1812,1,6,Jack Meets Dennis,Liz,Okay. I admit it. Dennis isn't a sandwich I want to eat every day for the rest of my life.
1813,1,6,Jack Meets Dennis,Liz,"I'm clueless about men. I'm clueless about everything that isn't this show. Maybe you can tell me how to live, because, sadly, you may be the most stable person I know right now."
1814,1,6,Jack Meets Dennis,Jack,"Gentlemen, we'll have to continue this conference some other time."
1815,1,6,Jack Meets Dennis,Jorgensen,"That's her again, isn't it?"
1816,1,6,Jack Meets Dennis,Liz,"Hi, Howard."
1817,1,6,Jack Meets Dennis,Jack,"Lemon, today is the first day of the rest of your life. And what is the first thing you need to do?"
1818,1,6,Jack Meets Dennis,Liz,I have to break up with Dennis.
1819,1,6,Jack Meets Dennis,Jack,And why is that?
1820,1,6,Jack Meets Dennis,Liz,Because he wears shirts with the Looney Tunes embroidered on them. Because he cuts his own hair. Because that one little nice thing that he does doesn't make up for the fact that I don't want to be seen with him in public.
1821,1,6,Jack Meets Dennis,Jack,And if you don't break up with him now?
1822,1,6,Jack Meets Dennis,Liz,He'll just keeping showing up at work to sell beepers. He'll just keep calling my mother to borrow money. We'll just get more and more tangled up in each other's lives until I just can't even get away and we're just like...
1823,1,6,Jack Meets Dennis,Liz,"Oh, my God."
1824,1,6,Jack Meets Dennis,Jack,That's right. He's the rat king. And there's only one way to break up with a rat. You have to cut him off completely.
1825,1,6,Jack Meets Dennis,Liz,I know.
1826,1,6,Jack Meets Dennis,Jack,You have to stuff your heart with steel wool and tinfoil. You must be ruthless. You must be absolute.
1827,1,6,Jack Meets Dennis,Jack,"Remember always, you are the exterminator. Say it."
1828,1,6,Jack Meets Dennis,Liz,I am the exterminator.
1829,1,6,Jack Meets Dennis,Jack,Say it like you mean it.
1830,1,6,Jack Meets Dennis,Liz,I am the exterminator.
1831,1,6,Jack Meets Dennis,Jack,Louder!
1832,1,6,Jack Meets Dennis,Liz,I am the exterminator!
1833,1,6,Jack Meets Dennis,Jack,"Okay. Not that loud. People are trying to work around here, okay? Okay."
1834,1,6,Jack Meets Dennis,PA,"30 minutes to dress rehearsal, everybody."
1835,1,6,Jack Meets Dennis,Liz,"Tracy, they need you in wardrobe."
1836,1,6,Jack Meets Dennis,PA,That's 30 minutes to dress.
1837,1,6,Jack Meets Dennis,Liz,Why is part of your face still on the pillow?
1838,1,6,Jack Meets Dennis,Tracy,Damn it. Where's my Sharpie?
1839,1,6,Jack Meets Dennis,Liz,"Oh, it is fake."
1840,1,6,Jack Meets Dennis,Tracy,"Look, I'm crazy, not stupid. A movie star can't have a big old permanent face tattoo."
1841,1,6,Jack Meets Dennis,Tracy,"I just need to walk around with this for a week, get my picture on the interweb, show the world I'm still dangerous!"
1842,1,6,Jack Meets Dennis,Liz,"What about next week, when you don't have it anymore? You're gonna look like..."
1843,1,6,Jack Meets Dennis,Tracy,"I had extreme plastic surgery to have it removed. Baboom! There's another ""not normal."""
1844,1,6,Jack Meets Dennis,Liz,"You know this is very, very, very bad for me, right?"
1845,1,6,Jack Meets Dennis,Tracy,"I need to protect my reputation. You take away my street cred, and I am Wayne Brady."
1846,1,6,Jack Meets Dennis,Liz,Nuh-uh. Wayne Brady has three Emmys. You have a People's Choice Award that you stole from Wayne Brady.
1847,1,6,Jack Meets Dennis,Tracy,I shouldn't expect a white woman from Whiteville to understand street cred.
1848,1,6,Jack Meets Dennis,Liz,"First of all, I'm not from Whiteville. I'm from White Haven. And it's not as nice as it sounds."
1849,1,6,Jack Meets Dennis,Liz,Fine. You can keep the tattoo. For this week only!
1850,1,6,Jack Meets Dennis,Man,Okay. Here we go.
1851,1,6,Jack Meets Dennis,Director,"Quiet, please!"
1852,1,6,Jack Meets Dennis,Man,Rehearsing.
1853,1,6,Jack Meets Dennis,Voice Over,And now a word from the White House.
1854,1,6,Jack Meets Dennis,Jenna,Good evening. I'm Laura Bush.
1855,1,6,Jack Meets Dennis,Tracy,And I'm Condoleezza Rice.
1856,1,6,Jack Meets Dennis,Pete,"Well, we had a good run."
1857,1,6,Jack Meets Dennis,Jack,What the hell happened here?
1858,1,6,Jack Meets Dennis,Liz,The cast had a rough week.
1859,1,6,Jack Meets Dennis,Jack,These people cannot be on television. What is your contingency plan for a crap storm of this magnitude?
1860,1,6,Jack Meets Dennis,Liz,There is none.
1861,1,6,Jack Meets Dennis,Pete,We go live in a half an hour.
1862,1,6,Jack Meets Dennis,Jack,No wonder your career is being held back by a lack of foresight and an addiction to dysfunctional relationships. You have no exit strategies.
1863,1,6,Jack Meets Dennis,Pete,He knows about my marriage.
1864,1,6,Jack Meets Dennis,Liz,No. This is gonna be a bad show.
1865,1,6,Jack Meets Dennis,Pete,Worse than the time we let Tracy do that tribute to August Wilson?
